class_name,roc_auc
Bacterial_Leaf_Blight,0.9888888888888889
Brown_Spot,0.9877777777777778
Healthy,0.9913333333333333
Rice_Blast,0.9822222222222222
Sheath_Blight,0.9999999999999999
Tungro,0.9982222222222222
